state,yr,qtr,index_nsa,index_sa,Warning
CO,2008,4,255.95,256.41,
CO,2009,1,259.48,261.36,
CO,2009,2,266.93,262.14,
CO,2009,3,266.34,262.67,
CO,2009,4,261.98,262.56,
CO,2010,1,261.08,263.40,
CO,2010,2,264.48,259.50,
CO,2010,3,258.78,254.95,
CO,2010,4,257.05,257.75,
CO,2011,1,249.27,251.83,
CO,2011,2,254.09,248.99,
CO,2011,3,256.90,253.06,
CO,2011,4,251.66,252.46,
CO,2012,1,251.30,254.03,
CO,2012,2,268.38,262.75,
CO,2012,3,272.95,268.81,
CO,2012,4,273.80,275.03,
CO,2013,1,276.29,279.17,
CO,2013,2,293.86,287.36,
CO,2013,3,297.45,293.09,
CO,2013,4,296.93,298.79,
CO,2014,1,301.86,304.48,
CO,2014,2,315.85,308.61,
CO,2014,3,318.98,314.60,
CO,2014,4,322.16,324.86,
CO,2015,1,337.65,339.61,
CO,2015,2,351.70,343.57,
CO,2015,3,358.75,354.31,
CO,2015,4,357.29,360.87,
CO,2016,1,368.69,369.66,
CO,2016,2,387.27,378.51,
CO,2016,3,394.65,390.15,
CO,2016,4,395.38,399.82,
CO,2017,1,408.46,408.53,
CO,2017,2,427.60,418.18,
CO,2017,3,429.69,425.05,
CO,2017,4,433.10,438.24,
CO,2018,1,453.85,453.27,
CO,2018,2,467.10,456.94,
CO,2018,3,469.60,464.77,
CO,2018,4,462.23,467.80,
CT,1991,1,100.00,100.00,
CT,1991,2,97.77,98.02,
CT,1991,3,97.01,96.33,
CT,1991,4,96.54,95.88,
CT,1992,1,97.30,97.40,
CT,1992,2,95.21,95.43,
CT,1992,3,95.11,94.36,
CT,1992,4,95.99,95.35,
CT,1993,1,92.36,92.60,
CT,1993,2,91.57,91.70,
CT,1993,3,92.35,91.49,
CT,1993,4,91.92,91.39,
CT,1994,1,91.08,91.48,
CT,1994,2,91.86,91.83,
CT,1994,3,92.72,91.75,
CT,1994,4,91.82,91.44,
CT,1995,1,90.40,90.92,
CT,1995,2,90.66,90.42,
CT,1995,3,91.86,90.85,
CT,1995,4,91.00,90.78,
CT,1996,1,90.55,91.16,
CT,1996,2,91.94,91.47,
CT,1996,3,91.84,90.85,
CT,1996,4,90.78,90.68,
CT,1997,1,90.64,91.29,
CT,1997,2,92.60,91.98,
CT,1997,3,93.44,92.47,
CT,1997,4,93.37,93.33,
CT,1998,1,93.31,94.01,
CT,1998,2,96.31,95.56,
CT,1998,3,98.47,97.45,
CT,1998,4,99.54,99.55,
CT,1999,1,101.14,101.90,
CT,1999,2,104.57,103.75,
CT,1999,3,106.92,105.77,
CT,1999,4,108.03,108.04,
CT,2000,1,109.83,110.73,
CT,2000,2,114.45,113.54,
CT,2000,3,116.52,115.20,
CT,2000,4,117.81,117.79,
CT,2001,1,119.74,120.82,
CT,2001,2,124.65,123.70,
CT,2001,3,128.94,127.36,
CT,2001,4,130.18,130.08,
CT,2002,1,131.73,133.13,
CT,2002,2,138.43,137.33,
CT,2002,3,143.15,141.29,
CT,2002,4,146.19,146.10,
CT,2003,1,148.09,149.77,
CT,2003,2,153.25,151.98,
CT,2003,3,158.26,156.08,
CT,2003,4,159.84,159.95,
CT,2004,1,161.92,163.76,
CT,2004,2,170.56,168.92,
CT,2004,3,177.25,174.82,
CT,2004,4,178.37,178.85,
CT,2005,1,181.36,183.25,
CT,2005,2,189.44,187.35,
CT,2005,3,193.46,190.91,
CT,2005,4,193.50,194.32,
CT,2006,1,195.13,197.04,
CT,2006,2,199.57,197.09,
CT,2006,3,197.34,194.92,
CT,2006,4,194.21,195.14,
CT,2007,1,196.08,197.94,
CT,2007,2,198.32,195.81,
CT,2007,3,198.72,196.31,
CT,2007,4,192.85,193.67,
CT,2008,1,188.18,190.18,
CT,2008,2,189.50,186.99,
CT,2008,3,185.55,183.29,
CT,2008,4,179.92,180.49,
CT,2009,1,176.34,178.57,
CT,2009,2,177.52,175.05,
CT,2009,3,176.05,173.88,
CT,2009,4,172.27,172.55,
CT,2010,1,168.20,170.86,
CT,2010,2,172.56,169.91,
CT,2010,3,169.88,167.72,
CT,2010,4,165.97,166.10,
CT,2011,1,162.02,164.97,
CT,2011,2,167.51,164.84,
CT,2011,3,164.47,162.15,
CT,2011,4,161.29,161.46,
CT,2012,1,156.73,159.72,
CT,2012,2,161.93,159.45,
CT,2012,3,163.19,160.54,
CT,2012,4,160.11,160.60,
CT,2013,1,157.84,160.66,
CT,2013,2,164.29,161.92,
CT,2013,3,165.81,162.92,
CT,2013,4,161.33,162.16,
CT,2014,1,161.65,164.17,
CT,2014,2,164.08,161.81,
CT,2014,3,165.13,162.32,
CT,2014,4,161.68,162.67,
CT,2015,1,161.64,163.87,
CT,2015,2,166.64,164.28,
CT,2015,3,166.81,164.29,
CT,2015,4,163.39,164.29,
CT,2016,1,162.93,165.01,
CT,2016,2,167.97,165.60,
CT,2016,3,167.77,165.50,
CT,2016,4,165.89,166.58,
CT,2017,1,165.03,167.11,
CT,2017,2,171.09,168.73,
CT,2017,3,172.79,170.57,
CT,2017,4,172.04,172.60,
CT,2018,1,171.34,173.49,
CT,2018,2,175.79,173.46,
CT,2018,3,176.57,174.29,
CT,2018,4,173.69,174.21,
DC,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,2,101.12,99.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,3,98.74,96.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1991,4,98.02,99.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,1,99.64,99.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,2,100.55,99.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,3,101.78,99.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1992,4,97.96,98.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,1,93.33,93.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,2,98.44,96.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,3,98.28,96.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1993,4,90.74,91.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,1,95.58,95.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,2,97.64,96.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,3,99.37,97.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1994,4,91.64,92.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,1,92.21,92.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,2,89.52,88.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,3,92.29,90.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1995,4,93.66,94.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,1,93.44,93.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,2,95.05,93.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,3,93.69,91.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1996,4,96.71,97.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,1,89.40,89.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,2,96.29,95.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,3,92.97,91.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1997,4,94.51,95.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,1,97.29,97.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,2,100.27,99.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,3,105.85,103.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1998,4,107.16,107.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,1,108.10,107.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,2,110.83,109.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,3,117.90,115.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,1999,4,117.37,117.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,1,126.76,126.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,2,129.36,127.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,3,133.39,131.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2000,4,132.56,132.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,1,140.38,140.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,2,148.00,145.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,3,156.68,153.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2001,4,159.06,159.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,1,167.37,167.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,2,178.94,176.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,3,185.11,181.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2002,4,190.53,191.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,1,187.52,188.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,2,207.79,205.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,3,219.03,214.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2003,4,218.10,218.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,1,239.15,240.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,2,250.58,247.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,3,255.51,250.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2004,4,276.44,276.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,1,281.37,283.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,2,315.62,311.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,3,330.96,323.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2005,4,323.40,322.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,1,319.56,322.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,2,325.78,321.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,3,338.21,330.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2006,4,335.11,333.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,1,333.07,336.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,2,343.58,340.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,3,345.66,338.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2007,4,334.50,332.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,1,327.31,330.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,2,320.96,318.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,3,329.31,321.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2008,4,317.22,315.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,1,303.81,306.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,2,314.59,312.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,3,316.08,308.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2009,4,322.39,320.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,1,323.57,326.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,2,312.62,311.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,3,333.51,325.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2010,4,320.19,317.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,1,313.11,315.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,2,335.25,334.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,3,331.52,324.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2011,4,341.00,337.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,1,337.55,340.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,2,345.57,344.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,3,368.29,360.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2012,4,368.32,364.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,1,381.58,385.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,2,395.23,393.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,3,423.03,414.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2013,4,406.84,401.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,1,437.33,441.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,2,424.37,422.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,3,426.82,419.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2014,4,440.80,433.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,1,434.42,438.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,2,458.52,456.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,3,485.22,478.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2015,4,473.21,464.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,1,448.75,452.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,2,493.69,491.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,3,482.98,477.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2016,4,496.30,486.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,1,511.14,515.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,2,512.06,509.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,3,539.03,533.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2017,4,561.82,549.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2018,1,548.77,554.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2018,2,562.64,559.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2018,3,548.07,544.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC,2018,4,593.32,578.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1991,2,99.79,99.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1991,3,99.80,99.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1991,4,100.92,100.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,1,100.77,100.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,2,99.77,99.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,3,99.42,99.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1992,4,100.79,100.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,1,99.18,99.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,2,99.50,99.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,3,99.19,98.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1993,4,98.61,98.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,1,97.14,97.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,2,99.81,99.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,3,99.96,99.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1994,4,100.09,99.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,1,99.93,99.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,2,99.29,99.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,3,99.99,99.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1995,4,99.44,99.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,1,99.70,99.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,2,99.57,99.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,3,101.23,100.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1996,4,100.45,100.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1997,1,100.36,100.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,1997,2,100.79,100.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
